province_state,country_region,date,confirmed,deaths,recovered,active,admin2
Aichi,Japan,2022-01-24,135978,1173,,,
Akita,Japan,2022-01-24,2623,27,,,
Aomori,Japan,2022-01-24,7911,39,,,
Chiba,Japan,2022-01-24,121548,1036,,,
Ehime,Japan,2022-01-24,8268,82,,,
Fukui,Japan,2022-01-24,4361,38,,,
Fukuoka,Japan,2022-01-24,97062,633,,,
Fukushima,Japan,2022-01-24,10786,176,,,
Gifu,Japan,2022-01-24,23822,220,,,
Gunma,Japan,2022-01-24,23313,184,,,
Hiroshima,Japan,2022-01-24,40787,217,,,
Hokkaido,Japan,2022-01-24,75006,1480,,,
Hyogo,Japan,2022-01-24,102364,1403,,,
Ibaraki,Japan,2022-01-24,29958,220,,,
Ishikawa,Japan,2022-01-24,9913,140,,,
Iwate,Japan,2022-01-24,3861,53,,,
Kagawa,Japan,2022-01-24,6317,39,,,
Kagoshima,Japan,2022-01-24,12738,66,,,
Kanagawa,Japan,2022-01-24,203351,1330,,,
Kochi,Japan,2022-01-24,4887,33,,,
Kumamoto,Japan,2022-01-24,21468,139,,,
Kyoto,Japan,2022-01-24,50112,294,,,
Mie,Japan,2022-01-24,18426,168,,,
Miyagi,Japan,2022-01-24,18282,118,,,
Miyazaki,Japan,2022-01-24,8726,41,,,
Nagano,Japan,2022-01-24,13843,97,,,
Nagasaki,Japan,2022-01-24,10271,74,,,
Nara,Japan,2022-01-24,20445,152,,,
Niigata,Japan,2022-01-24,12955,63,,,
Oita,Japan,2022-01-24,10855,84,,,
Okayama,Japan,2022-01-24,20441,136,,,
Okinawa,Japan,2022-01-24,75927,399,,,
Osaka,Japan,2022-01-24,267486,3079,,,
Port Quarantine,Japan,2022-01-24,4463,4,,,
Saga,Japan,2022-01-24,8694,32,,,
Saitama,Japan,2022-01-24,141108,1061,,,
Shiga,Japan,2022-01-24,17991,105,,,
Shimane,Japan,2022-01-24,3561,6,,,
Shizuoka,Japan,2022-01-24,36700,210,,,
Tochigi,Japan,2022-01-24,20008,121,,,
Tokushima,Japan,2022-01-24,3907,66,,,
Tokyo,Japan,2022-01-24,471650,3185,,,
Tottori,Japan,2022-01-24,2576,5,,,
Toyama,Japan,2022-01-24,5662,52,,,
Unknown,Japan,2022-01-24,8,0,,,
Wakayama,Japan,2022-01-24,8090,64,,,
Yamagata,Japan,2022-01-24,4378,56,,,
Yamaguchi,Japan,2022-01-24,10541,95,,,
Yamanashi,Japan,2022-01-24,6954,29,,,
,Japan,2020-05-19,16367,768,11564,4035,
Aichi,Japan,2023-01-30,2049130,3985,,,
Akita,Japan,2023-01-30,193626,553,,,
Aomori,Japan,2023-01-30,273097,619,,,
Chiba,Japan,2023-01-30,1425156,3512,,,
Ehime,Japan,2023-01-30,301324,614,,,
Fukui,Japan,2023-01-30,192969,183,,,
Fukuoka,Japan,2023-01-30,1543318,2944,,,
Fukushima,Japan,2023-01-30,387171,569,,,
Gifu,Japan,2023-01-30,519343,1019,,,
Gunma,Japan,2023-01-30,425096,992,,,
Hiroshima,Japan,2023-01-30,772074,1237,,,
Hokkaido,Japan,2023-01-30,1306484,4389,,,
Hyogo,Japan,2023-01-30,1435307,3603,,,
Ibaraki,Japan,2023-01-30,616406,1193,,,
Ishikawa,Japan,2023-01-30,268810,471,,,
Iwate,Japan,2023-01-30,225374,572,,,
Kagawa,Japan,2023-01-30,241910,556,,,
Kagoshima,Japan,2023-01-30,426734,805,,,
Kanagawa,Japan,2023-01-30,2164485,3983,,,
Kochi,Japan,2023-01-30,159071,542,,,
Kumamoto,Japan,2023-01-30,519948,1192,,,
Kyoto,Japan,2023-01-30,659349,1530,,,
Mie,Japan,2023-01-30,440326,934,,,
Miyagi,Japan,2023-01-30,517546,882,,,
Miyazaki,Japan,2023-01-30,311406,715,,,
Nagano,Japan,2023-01-30,436206,794,,,
Nagasaki,Japan,2023-01-30,325931,571,,,
Nara,Japan,2023-01-30,335310,775,,,
Niigata,Japan,2023-01-30,437914,364,,,
Oita,Japan,2023-01-30,292296,658,,,
Okayama,Japan,2023-01-30,473186,771,,,
Okinawa,Japan,2023-01-30,570527,873,,,
Osaka,Japan,2023-01-30,2764755,7985,,,
Port Quarantine,Japan,2023-01-30,22118,8,,,
Saga,Japan,2023-01-30,253965,447,,,
Saitama,Japan,2023-01-30,1755723,3559,,,
Shiga,Japan,2023-01-30,360523,616,,,
Shimane,Japan,2023-01-30,159348,269,,,
Shizuoka,Japan,2023-01-30,829151,1245,,,
Tochigi,Japan,2023-01-30,404517,966,,,
Tokushima,Japan,2023-01-30,157443,375,,,
Tokyo,Japan,2023-01-30,4264395,7606,,,
Tottori,Japan,2023-01-30,134564,238,,,
Toyama,Japan,2023-01-30,226883,297,,,
Unknown,Japan,2023-01-30,173,0,,,
Wakayama,Japan,2023-01-30,228986,476,,,
Yamagata,Japan,2023-01-30,218032,342,,,
Yamaguchi,Japan,2023-01-30,298066,678,,,
Yamanashi,Japan,2023-01-30,182457,346,,,
Aichi,Japan,2021-04-09,28517,591,26462,1464,
Akita,Japan,2021-04-09,320,6,274,40,
Aomori,Japan,2021-04-09,1144,20,937,187,
Chiba,Japan,2021-04-09,30495,583,28753,1159,
Ehime,Japan,2021-04-09,1691,24,1133,534,
Fukui,Japan,2021-04-09,647,27,539,81,
Fukuoka,Japan,2021-04-09,19367,338,18523,506,
Fukushima,Japan,2021-04-09,2775,114,2296,365,
Gifu,Japan,2021-04-09,4985,124,4778,83,
Gunma,Japan,2021-04-09,5209,101,4861,247,
Hiroshima,Japan,2021-04-09,5254,104,5017,133,
Hokkaido,Japan,2021-04-09,21588,772,19846,970,
Hyogo,Japan,2021-04-09,22230,602,18791,2837,
Ibaraki,Japan,2021-04-09,7038,129,6555,354,
Ishikawa,Japan,2021-04-09,2017,67,1833,117,
Iwate,Japan,2021-04-09,737,30,579,128,
Kagawa,Japan,2021-04-09,967,19,769,179,
Kagoshima,Japan,2021-04-09,1905,30,1803,72,
Kanagawa,Japan,2021-04-09,49294,792,47161,1341,
Kochi,Japan,2021-04-09,943,19,890,34,
Kumamoto,Japan,2021-04-09,3534,75,3422,37,
Kyoto,Japan,2021-04-09,10117,172,9253,692,
Mie,Japan,2021-04-09,2940,72,2695,173,
Miyagi,Japan,2021-04-09,7029,41,5369,1619,
Miyazaki,Japan,2021-04-09,1972,21,1930,21,
Nagano,Japan,2021-04-09,3116,41,2760,315,
Nagasaki,Japan,2021-04-09,1650,39,1588,23,
Nara,Japan,2021-04-09,4305,57,3586,662,
Niigata,Japan,2021-04-09,1683,17,1388,278,
Oita,Japan,2021-04-09,1337,22,1282,33,
Okayama,Japan,2021-04-09,2869,35,2575,259,
Okinawa,Japan,2021-04-09,10502,130,9108,1264,
Osaka,Japan,2021-04-09,58385,1200,49046,8139,
Port Quarantine,Japan,2021-04-09,2483,3,2333,147,
Saga,Japan,2021-04-09,1266,14,1187,65,
Saitama,Japan,2021-04-09,34097,714,31610,1773,
Shiga,Japan,2021-04-09,2938,59,2664,215,
Shimane,Japan,2021-04-09,297,0,285,12,
Shizuoka,Japan,2021-04-09,5927,119,5545,263,
Tochigi,Japan,2021-04-09,4899,71,4538,290,
Tokushima,Japan,2021-04-09,655,21,474,160,
Tokyo,Japan,2021-04-09,124217,1782,118732,3703,
Tottori,Japan,2021-04-09,293,2,207,84,
Toyama,Japan,2021-04-09,1022,29,899,94,
Unknown,Japan,2021-04-09,8,0,8,0,
Wakayama,Japan,2021-04-09,1498,18,1210,270,
Yamagata,Japan,2021-04-09,1193,17,876,300,
Yamaguchi,Japan,2021-04-09,1455,43,1368,44,
Yamanashi,Japan,2021-04-09,1021,19,946,56,
Aichi,Japan,2022-07-04,575330,2099,,,
Akita,Japan,2022-07-04,32202,72,,,
Aomori,Japan,2022-07-04,64809,114,,,
Chiba,Japan,2022-07-04,467934,1796,,,
Ehime,Japan,2022-07-04,45734,143,,,
Fukui,Japan,2022-07-04,39517,46,,,
Fukuoka,Japan,2022-07-04,453749,1276,,,
Fukushima,Japan,2022-07-04,67038,227,,,
Gifu,Japan,2022-07-04,108726,347,,,
Gunma,Japan,2022-07-04,98824,323,,,
Hiroshima,Japan,2022-07-04,170645,495,,,
Hokkaido,Japan,2022-07-04,384051,2096,,,
Hyogo,Japan,2022-07-04,447832,2252,,,
Ibaraki,Japan,2022-07-04,166121,446,,,
Ishikawa,Japan,2022-07-04,60697,198,,,
Iwate,Japan,2022-07-04,38362,97,,,
Kagawa,Japan,2022-07-04,51240,128,,,
Kagoshima,Japan,2022-07-04,95275,210,,,
Kanagawa,Japan,2022-07-04,787286,2238,,,
Kochi,Japan,2022-07-04,31073,116,,,
Kumamoto,Japan,2022-07-04,114291,306,,,
Kyoto,Japan,2022-07-04,214083,749,,,
Mie,Japan,2022-07-04,88399,313,,,
Miyagi,Japan,2022-07-04,94710,201,,,
Miyazaki,Japan,2022-07-04,59566,147,,,
Nagano,Japan,2022-07-04,78178,205,,,
Nagasaki,Japan,2022-07-04,67165,126,,,
Nara,Japan,2022-07-04,95329,392,,,
Niigata,Japan,2022-07-04,76245,91,,,
Oita,Japan,2022-07-04,59170,165,,,
Okayama,Japan,2022-07-04,105301,252,,,
Okinawa,Japan,2022-07-04,258661,491,,,
Osaka,Japan,2022-07-04,1022016,5211,,,
Port Quarantine,Japan,2022-07-04,4463,4,,,
Saga,Japan,2022-07-04,58477,110,,,
Saitama,Japan,2022-07-04,574172,1665,,,
Shiga,Japan,2022-07-04,96152,221,,,
Shimane,Japan,2022-07-04,21085,17,,,
Shizuoka,Japan,2022-07-04,180827,421,,,
Tochigi,Japan,2022-07-04,94504,277,,,
Tokushima,Japan,2022-07-04,24788,85,,,
Tokyo,Japan,2022-07-04,1612553,4580,,,
Tottori,Japan,2022-07-04,17021,20,,,
Toyama,Japan,2022-07-04,40497,96,,,
Unknown,Japan,2022-07-04,8,0,,,
Wakayama,Japan,2022-07-04,45393,118,,,
Yamagata,Japan,2022-07-04,30817,97,,,
Yamaguchi,Japan,2022-07-04,49905,181,,,
Yamanashi,Japan,2022-07-04,34786,68,,,
Aichi,Japan,2022-01-18,117841,1165,,,
Akita,Japan,2022-01-18,2171,27,,,
Aomori,Japan,2022-01-18,6718,39,,,
Chiba,Japan,2022-01-18,108696,1029,,,
Ehime,Japan,2022-01-18,6835,82,,,
Fukui,Japan,2022-01-18,3717,38,,,
Fukuoka,Japan,2022-01-18,82482,628,,,
Fukushima,Japan,2022-01-18,10057,176,,,
Gifu,Japan,2022-01-18,20909,219,,,
Gunma,Japan,2022-01-18,19831,182,,,
Hiroshima,Japan,2022-01-18,32531,209,,,
Hokkaido,Japan,2022-01-18,65970,1478,,,
Hyogo,Japan,2022-01-18,87180,1400,,,
Ibaraki,Japan,2022-01-18,26515,220,,,
Ishikawa,Japan,2022-01-18,8646,139,,,
Iwate,Japan,2022-01-18,3638,53,,,
Kagawa,Japan,2022-01-18,5333,38,,,
Kagoshima,Japan,2022-01-18,10840,66,,,
Kanagawa,Japan,2022-01-18,181835,1322,,,
Kochi,Japan,2022-01-18,4407,33,,,
Kumamoto,Japan,2022-01-18,17438,138,,,
Kyoto,Japan,2022-01-18,42085,292,,,
Mie,Japan,2022-01-18,16301,165,,,
Miyagi,Japan,2022-01-18,16978,118,,,
Miyazaki,Japan,2022-01-18,6984,41,,,
Nagano,Japan,2022-01-18,11164,97,,,
Nagasaki,Japan,2022-01-18,7618,73,,,
Nara,Japan,2022-01-18,17653,149,,,
Niigata,Japan,2022-01-18,10301,63,,,
Oita,Japan,2022-01-18,9090,84,,,
Okayama,Japan,2022-01-18,17319,136,,,
Okinawa,Japan,2022-01-18,69069,398,,,
Osaka,Japan,2022-01-18,230805,3070,,,
Port Quarantine,Japan,2022-01-18,4463,4,,,
Saga,Japan,2022-01-18,7204,30,,,
Saitama,Japan,2022-01-18,125641,1060,,,
Shiga,Japan,2022-01-18,15007,105,,,
Shimane,Japan,2022-01-18,2608,5,,,
Shizuoka,Japan,2022-01-18,30552,210,,,
Tochigi,Japan,2022-01-18,17491,119,,,
Tokushima,Japan,2022-01-18,3542,66,,,
Tokyo,Japan,2022-01-18,416738,3179,,,
Tottori,Japan,2022-01-18,2060,5,,,
Toyama,Japan,2022-01-18,5148,52,,,
Unknown,Japan,2022-01-18,8,0,,,
Wakayama,Japan,2022-01-18,6426,62,,,
Yamagata,Japan,2022-01-18,3914,56,,,
Yamaguchi,Japan,2022-01-18,8633,94,,,
Yamanashi,Japan,2022-01-18,5999,29,,,
Aichi,Japan,2023-02-10,2077592,4137,,,
Akita,Japan,2023-02-10,196184,577,,,
Aomori,Japan,2023-02-10,275485,635,,,
Chiba,Japan,2023-02-10,1443186,3681,,,
Ehime,Japan,2023-02-10,307823,652,,,
Fukui,Japan,2023-02-10,195869,192,,,
Fukuoka,Japan,2023-02-10,1563129,3048,,,
Fukushima,Japan,2023-02-10,393683,739,,,
Gifu,Japan,2023-02-10,528940,1056,,,
Gunma,Japan,2023-02-10,431783,1031,,,
Hiroshima,Japan,2023-02-10,784051,1285,,,
Hokkaido,Japan,2023-02-10,1319120,4451,,,
Hyogo,Japan,2023-02-10,1444228,3697,,,
Ibaraki,Japan,2023-02-10,626500,1248,,,
Ishikawa,Japan,2023-02-10,272857,485,,,
Iwate,Japan,2023-02-10,229058,592,,,
Kagawa,Japan,2023-02-10,247141,584,,,
Kagoshima,Japan,2023-02-10,433497,833,,,
Kanagawa,Japan,2023-02-10,2188274,4099,,,
Kochi,Japan,2023-02-10,165323,560,,,
Kumamoto,Japan,2023-02-10,527075,1237,,,
Kyoto,Japan,2023-02-10,667609,1582,,,
Mie,Japan,2023-02-10,449293,999,,,
Miyagi,Japan,2023-02-10,524776,909,,,
Miyazaki,Japan,2023-02-10,315741,746,,,
Nagano,Japan,2023-02-10,444614,830,,,
Nagasaki,Japan,2023-02-10,330791,606,,,
Nara,Japan,2023-02-10,340239,803,,,
Niigata,Japan,2023-02-10,444455,402,,,
Oita,Japan,2023-02-10,297254,728,,,
Okayama,Japan,2023-02-10,481718,804,,,
Okinawa,Japan,2023-02-10,573644,886,,,
Osaka,Japan,2023-02-10,2794162,8211,,,
Port Quarantine,Japan,2023-02-10,22118,8,,,
Saga,Japan,2023-02-10,257251,462,,,
Saitama,Japan,2023-02-10,1774903,3711,,,
Shiga,Japan,2023-02-10,366909,634,,,
Shimane,Japan,2023-02-10,162712,280,,,
Shizuoka,Japan,2023-02-10,847701,1297,,,
Tochigi,Japan,2023-02-10,412640,1003,,,
Tokushima,Japan,2023-02-10,161365,391,,,
Tokyo,Japan,2023-02-10,4295935,7783,,,
Tottori,Japan,2023-02-10,137279,249,,,
Toyama,Japan,2023-02-10,231182,304,,,
Unknown,Japan,2023-02-10,173,0,,,
Wakayama,Japan,2023-02-10,233235,501,,,
Yamagata,Japan,2023-02-10,220937,351,,,
Yamaguchi,Japan,2023-02-10,305209,711,,,
Yamanashi,Japan,2023-02-10,185739,375,,,
Aichi,Japan,2020-11-11,7109,96,6015,998,
Akita,Japan,2020-11-11,68,0,60,8,
Aomori,Japan,2020-11-11,275,5,210,60,
Chiba,Japan,2020-11-11,5500,83,4940,477,
Ehime,Japan,2020-11-11,117,6,110,1,
Fukui,Japan,2020-11-11,268,11,245,12,
Fukuoka,Japan,2020-11-11,5322,103,5104,115,
Fukushima,Japan,2020-11-11,419,6,374,39,
Gifu,Japan,2020-11-11,765,12,665,88,
Gunma,Japan,2020-11-11,937,20,874,43,
Hiroshima,Japan,2020-11-11,679,5,650,24,
Hokkaido,Japan,2020-11-11,4573,120,3012,1441,
Hyogo,Japan,2020-11-11,3668,70,3200,398,
Ibaraki,Japan,2020-11-11,854,19,752,83,
Ishikawa,Japan,2020-11-11,825,49,758,18,
Iwate,Japan,2020-11-11,41,0,26,15,
Kagawa,Japan,2020-11-11,110,2,100,8,
Kagoshima,Japan,2020-11-11,547,13,467,67,
Kanagawa,Japan,2020-11-11,9619,182,8584,853,
Kochi,Japan,2020-11-11,144,4,140,0,
Kumamoto,Japan,2020-11-11,867,9,788,70,
Kyoto,Japan,2020-11-11,2205,31,2015,159,
Mie,Japan,2020-11-11,602,6,552,44,
Miyagi,Japan,2020-11-11,926,5,677,244,
Miyazaki,Japan,2020-11-11,373,1,370,2,
Nagano,Japan,2020-11-11,392,6,342,44,
Nagasaki,Japan,2020-11-11,249,3,241,5,
Nara,Japan,2020-11-11,771,11,640,120,
Niigata,Japan,2020-11-11,216,0,182,34,
Oita,Japan,2020-11-11,162,3,156,3,
Okayama,Japan,2020-11-11,349,10,185,154,
Okinawa,Japan,2020-11-11,3600,65,3237,298,
Osaka,Japan,2020-11-11,14376,252,12567,1557,
Port Quarantine,Japan,2020-11-11,1294,1,514,779,
Saga,Japan,2020-11-11,273,1,257,15,
Saitama,Japan,2020-11-11,6482,113,5644,725,
Shiga,Japan,2020-11-11,636,9,543,84,
Shimane,Japan,2020-11-11,141,0,141,0,
Shizuoka,Japan,2020-11-11,793,2,659,132,
Tochigi,Japan,2020-11-11,505,1,484,20,
Tokushima,Japan,2020-11-11,170,9,155,6,
Tokyo,Japan,2020-11-11,33415,464,30460,2491,
Tottori,Japan,2020-11-11,51,0,37,14,
Toyama,Japan,2020-11-11,425,26,397,2,
Unknown,Japan,2020-11-11,8,0,8,0,
Wakayama,Japan,2020-11-11,298,4,266,28,
Yamagata,Japan,2020-11-11,92,1,81,10,
Yamaguchi,Japan,2020-11-11,233,2,211,20,
Yamanashi,Japan,2020-11-11,267,6,210,51,
Aichi,Japan,2021-01-25,22949,365,18774,3810,
Akita,Japan,2021-01-25,250,1,178,71,
Aomori,Japan,2021-01-25,681,11,599,71,
Chiba,Japan,2021-01-25,20546,213,13277,7056,
Ehime,Japan,2021-01-25,946,17,710,219,
Fukui,Japan,2021-01-25,484,14,387,83,
Fukuoka,Japan,2021-01-25,15219,168,10666,4385,
Fukushima,Japan,2021-01-25,1653,38,1254,361,
Gifu,Japan,2021-01-25,3883,63,3246,574,
Gunma,Japan,2021-01-25,3636,66,3021,549,
Hiroshima,Japan,2021-01-25,4650,86,4009,555,
Hokkaido,Japan,2021-01-25,16749,575,14511,1663,
Hyogo,Japan,2021-01-25,15516,361,12534,2621,
Ibaraki,Japan,2021-01-25,4410,54,3385,971,
Ishikawa,Japan,2021-01-25,1425,58,1188,179,
Iwate,Japan,2021-01-25,488,25,410,53,
Kagawa,Japan,2021-01-25,588,13,397,178,
Kagoshima,Japan,2021-01-25,1543,18,1272,253,
Kanagawa,Japan,2021-01-25,38429,411,32106,5912,
Kochi,Japan,2021-01-25,825,13,744,68,
Kumamoto,Japan,2021-01-25,3242,58,2243,941,
Kyoto,Japan,2021-01-25,7850,104,5850,1896,
Mie,Japan,2021-01-25,2023,28,1558,437,
Miyagi,Japan,2021-01-25,3316,22,2666,628,
Miyazaki,Japan,2021-01-25,1731,16,1339,376,
Nagano,Japan,2021-01-25,2193,27,1834,332,
Nagasaki,Japan,2021-01-25,1419,21,981,417,
Nara,Japan,2021-01-25,2831,37,2400,394,
Niigata,Japan,2021-01-25,850,7,692,151,
Oita,Japan,2021-01-25,1048,16,853,179,
Okayama,Japan,2021-01-25,2249,18,1750,481,
Okinawa,Japan,2021-01-25,7073,91,6032,950,
Osaka,Japan,2021-01-25,41728,843,34070,6815,
Port Quarantine,Japan,2021-01-25,2134,1,1991,142,
Saga,Japan,2021-01-25,921,6,684,231,
Saitama,Japan,2021-01-25,23628,311,17483,5834,
Shiga,Japan,2021-01-25,1995,26,1514,455,
Shimane,Japan,2021-01-25,251,0,230,21,
Shizuoka,Japan,2021-01-25,4294,69,3302,923,
Tochigi,Japan,2021-01-25,3575,39,2556,980,
Tokushima,Japan,2021-01-25,368,13,233,122,
Tokyo,Japan,2021-01-25,94576,793,73890,19893,
Tottori,Japan,2021-01-25,198,2,149,47,
Toyama,Japan,2021-01-25,851,27,723,101,
Unknown,Japan,2021-01-25,8,0,8,0,
Wakayama,Japan,2021-01-25,1001,13,804,184,
Yamagata,Japan,2021-01-25,463,13,412,38,
Yamaguchi,Japan,2021-01-25,1110,9,718,383,
Yamanashi,Japan,2021-01-25,888,13,753,122,
Aichi,Japan,2021-05-23,44624,697,36490,7437,
Akita,Japan,2021-05-23,741,12,619,110,
Aomori,Japan,2021-05-23,2158,27,1804,327,
Chiba,Japan,2021-05-23,36275,665,34321,1289,
Ehime,Japan,2021-05-23,2669,70,2474,125,
Fukui,Japan,2021-05-23,1021,34,930,57,
Fukuoka,Japan,2021-05-23,32750,420,26389,5941,
Fukushima,Japan,2021-05-23,4446,130,3853,463,
Gifu,Japan,2021-05-23,8122,145,7016,961,
Gunma,Japan,2021-05-23,7584,127,6809,648,
Hiroshima,Japan,2021-05-23,9765,117,6954,2694,
Hokkaido,Japan,2021-05-23,34575,1001,25765,7809,
Hyogo,Japan,2021-05-23,38997,1092,34102,3803,
Ibaraki,Japan,2021-05-23,9410,142,8664,604,
Ishikawa,Japan,2021-05-23,3476,99,2821,556,
Iwate,Japan,2021-05-23,1343,43,1094,206,
Kagawa,Japan,2021-05-23,1939,24,1627,288,
Kagoshima,Japan,2021-05-23,3131,30,2668,433,
Kanagawa,Japan,2021-05-23,59818,866,56316,2636,
Kochi,Japan,2021-05-23,1269,20,1113,136,
Kumamoto,Japan,2021-05-23,5962,94,4837,1031,
Kyoto,Japan,2021-05-23,15418,199,13695,1524,
Mie,Japan,2021-05-23,4706,101,4213,392,
Miyagi,Japan,2021-05-23,8774,82,8301,391,
Miyazaki,Japan,2021-05-23,2964,24,2594,346,
Nagano,Japan,2021-05-23,4620,75,4188,357,
Nagasaki,Japan,2021-05-23,2823,61,2467,295,
Nara,Japan,2021-05-23,7624,105,6945,574,
Niigata,Japan,2021-05-23,3051,33,2589,429,
Oita,Japan,2021-05-23,3164,38,2489,637,
Okayama,Japan,2021-05-23,6930,90,5045,1795,
Okinawa,Japan,2021-05-23,15139,149,12884,2106,
Osaka,Japan,2021-05-23,97727,2124,81725,13878,
Port Quarantine,Japan,2021-05-23,2919,3,2815,101,
Saga,Japan,2021-05-23,2424,19,2110,295,
Saitama,Japan,2021-05-23,42873,777,39570,2526,
Shiga,Japan,2021-05-23,4796,75,4191,530,
Shimane,Japan,2021-05-23,516,0,397,119,
Shizuoka,Japan,2021-05-23,7944,131,6878,935,
Tochigi,Japan,2021-05-23,6091,75,5628,388,
Tokushima,Japan,2021-05-23,1618,60,1424,134,
Tokyo,Japan,2021-05-23,156853,2001,148037,6815,
Tottori,Japan,2021-05-23,456,2,395,59,
Toyama,Japan,2021-05-23,1745,34,1395,316,
Unknown,Japan,2021-05-23,8,0,8,0,
Wakayama,Japan,2021-05-23,2563,37,2319,207,
Yamagata,Japan,2021-05-23,1889,39,1581,269,
Yamaguchi,Japan,2021-05-23,2737,57,2084,596,
Yamanashi,Japan,2021-05-23,1478,19,1314,145,
Aichi,Japan,2020-09-06,4704,74,3977,653,
Akita,Japan,2020-09-06,50,0,47,3,
Aomori,Japan,2020-09-06,35,1,32,2,
Chiba,Japan,2020-09-06,3210,64,2776,370,
Ehime,Japan,2020-09-06,114,6,107,1,
Fukui,Japan,2020-09-06,243,8,163,72,
Fukuoka,Japan,2020-09-06,4819,68,3997,754,
Fukushima,Japan,2020-09-06,178,0,126,52,
Gifu,Japan,2020-09-06,564,10,531,23,
Gunma,Japan,2020-09-06,482,19,392,71,
Hiroshima,Japan,2020-09-06,456,3,445,8,
Hokkaido,Japan,2020-09-06,1817,105,1607,105,
Hyogo,Japan,2020-09-06,2363,54,2160,149,
Ibaraki,Japan,2020-09-06,583,14,499,70,
Ishikawa,Japan,2020-09-06,704,38,568,98,
Iwate,Japan,2020-09-06,23,0,17,6,
Kagawa,Japan,2020-09-06,85,1,72,12,
Kagoshima,Japan,2020-09-06,371,11,302,58,
Kanagawa,Japan,2020-09-06,5434,126,4637,671,
Kochi,Japan,2020-09-06,132,3,116,13,
Kumamoto,Japan,2020-09-06,544,7,468,69,
Kyoto,Japan,2020-09-06,1575,25,1340,210,
Mie,Japan,2020-09-06,423,3,339,81,
Miyagi,Japan,2020-09-06,242,2,192,48,
Miyazaki,Japan,2020-09-06,360,1,318,41,
Nagano,Japan,2020-09-06,286,1,226,59,
Nagasaki,Japan,2020-09-06,234,3,201,30,
Nara,Japan,2020-09-06,538,8,483,47,
Niigata,Japan,2020-09-06,146,0,137,9,
Oita,Japan,2020-09-06,157,2,136,19,
Okayama,Japan,2020-09-06,146,1,141,4,
Okinawa,Japan,2020-09-06,2229,32,1847,350,
Osaka,Japan,2020-09-06,9045,163,7868,1014,
Port Quarantine,Japan,2020-09-06,823,1,514,308,
Saga,Japan,2020-09-06,238,0,230,8,
Saitama,Japan,2020-09-06,4127,93,3564,470,
Shiga,Japan,2020-09-06,462,7,396,59,
Shimane,Japan,2020-09-06,137,0,137,0,
Shizuoka,Japan,2020-09-06,494,1,451,42,
Tochigi,Japan,2020-09-06,310,1,292,17,
Tokushima,Japan,2020-09-06,145,5,77,63,
Tokyo,Japan,2020-09-06,21782,369,18875,2538,
Tottori,Japan,2020-09-06,22,0,22,0,
Toyama,Japan,2020-09-06,402,25,333,44,
Unknown,Japan,2020-09-06,8,0,8,0,
Wakayama,Japan,2020-09-06,233,5,222,6,
Yamagata,Japan,2020-09-06,78,1,76,1,
Yamaguchi,Japan,2020-09-06,184,0,108,76,
Yamanashi,Japan,2020-09-06,181,5,158,18,
Aichi,Japan,2022-04-14,451035,1994,,,
Akita,Japan,2022-04-14,20524,51,,,
Aomori,Japan,2022-04-14,42792,93,,,
Chiba,Japan,2022-04-14,394225,1695,,,
Ehime,Japan,2022-04-14,29049,133,,,
Fukui,Japan,2022-04-14,24031,45,,,
Fukuoka,Japan,2022-04-14,335549,1167,,,
Fukushima,Japan,2022-04-14,43859,200,,,
Gifu,Japan,2022-04-14,76020,320,,,
Gunma,Japan,2022-04-14,77224,301,,,
Hiroshima,Japan,2022-04-14,111549,456,,,
Hokkaido,Japan,2022-04-14,252335,1958,,,
Hyogo,Japan,2022-04-14,360470,2153,,,
Ibaraki,Japan,2022-04-14,130769,402,,,
Ishikawa,Japan,2022-04-14,38581,186,,,
Iwate,Japan,2022-04-14,22649,81,,,
Kagawa,Japan,2022-04-14,34052,116,,,
Kagoshima,Japan,2022-04-14,53199,171,,,
Kanagawa,Japan,2022-04-14,656017,2094,,,
Kochi,Japan,2022-04-14,19097,101,,,
Kumamoto,Japan,2022-04-14,73133,276,,,
Kyoto,Japan,2022-04-14,168053,686,,,
Mie,Japan,2022-04-14,63948,279,,,
Miyagi,Japan,2022-04-14,66141,179,,,
Miyazaki,Japan,2022-04-14,32802,121,,,
Nagano,Japan,2022-04-14,53077,169,,,
Nagasaki,Japan,2022-04-14,39316,118,,,
Nara,Japan,2022-04-14,78893,355,,,
Niigata,Japan,2022-04-14,52464,91,,,
Oita,Japan,2022-04-14,38079,146,,,
Okayama,Japan,2022-04-14,71009,227,,,
Okinawa,Japan,2022-04-14,139361,441,,,
Osaka,Japan,2022-04-14,848753,4848,,,
Port Quarantine,Japan,2022-04-14,4463,4,,,
Saga,Japan,2022-04-14,37717,94,,,
Saitama,Japan,2022-04-14,475846,1418,,,
Shiga,Japan,2022-04-14,75137,200,,,
Shimane,Japan,2022-04-14,11253,11,,,
Shizuoka,Japan,2022-04-14,135320,389,,,
Tochigi,Japan,2022-04-14,71444,257,,,
Tokushima,Japan,2022-04-14,17580,79,,,
Tokyo,Japan,2022-04-14,1355201,4251,,,
Tottori,Japan,2022-04-14,10516,14,,,
Toyama,Japan,2022-04-14,30229,90,,,
Unknown,Japan,2022-04-14,8,0,,,
Wakayama,Japan,2022-04-14,32163,111,,,
Yamagata,Japan,2022-04-14,20178,83,,,
