province_state,country_region,date,confirmed,deaths,recovered,active,admin2
Saitama,Japan,2022-06-15,559477,1643,,,
Shiga,Japan,2022-06-15,93093,221,,,
Shimane,Japan,2022-06-15,17470,16,,,
Shizuoka,Japan,2022-06-15,175529,420,,,
Tochigi,Japan,2022-06-15,92670,274,,,
Tokushima,Japan,2022-06-15,23370,85,,,
Tokyo,Japan,2022-06-15,1566623,4546,,,
Tottori,Japan,2022-06-15,15722,20,,,
Toyama,Japan,2022-06-15,38709,94,,,
Unknown,Japan,2022-06-15,8,0,,,
Wakayama,Japan,2022-06-15,43285,118,,,
Yamagata,Japan,2022-06-15,29533,95,,,
Yamaguchi,Japan,2022-06-15,47175,178,,,
Yamanashi,Japan,2022-06-15,33734,68,,,
Aichi,Japan,2022-12-11,1646858,3202,,,
Akita,Japan,2022-12-11,157966,370,,,
Aomori,Japan,2022-12-11,221963,441,,,
Chiba,Japan,2022-12-11,1143190,2796,,,
Ehime,Japan,2022-12-11,207557,342,,,
Fukui,Japan,2022-12-11,148889,129,,,
Fukuoka,Japan,2022-12-11,1217126,2130,,,
Fukushima,Japan,2022-12-11,294063,373,,,
Gifu,Japan,2022-12-11,387831,727,,,
Gunma,Japan,2022-12-11,324102,655,,,
Hiroshima,Japan,2022-12-11,567588,900,,,
Hokkaido,Japan,2022-12-11,1135075,3576,,,
Hyogo,Japan,2022-12-11,1153066,3043,,,
Ibaraki,Japan,2022-12-11,468280,844,,,
Ishikawa,Japan,2022-12-11,213633,336,,,
Iwate,Japan,2022-12-11,170603,307,,,
Kagawa,Japan,2022-12-11,177811,349,,,
Kagoshima,Japan,2022-12-11,328993,565,,,
Kanagawa,Japan,2022-12-11,1789526,3288,,,
Kochi,Japan,2022-12-11,119844,344,,,
Kumamoto,Japan,2022-12-11,386451,724,,,
Kyoto,Japan,2022-12-11,547336,1201,,,
Mie,Japan,2022-12-11,318760,603,,,
Miyagi,Japan,2022-12-11,399034,577,,,
Miyazaki,Japan,2022-12-11,224765,414,,,
Nagano,Japan,2022-12-11,337450,531,,,
Nagasaki,Japan,2022-12-11,246693,364,,,
Nara,Japan,2022-12-11,269571,618,,,
Niigata,Japan,2022-12-11,343524,226,,,
Oita,Japan,2022-12-11,210668,423,,,
Okayama,Japan,2022-12-11,350815,493,,,
Okinawa,Japan,2022-12-11,526069,824,,,
Osaka,Japan,2022-12-11,2356105,6832,,,
Port Quarantine,Japan,2022-12-11,22118,8,,,
Saga,Japan,2022-12-11,187468,275,,,
Saitama,Japan,2022-12-11,1440996,2698,,,
Shiga,Japan,2022-12-11,286870,415,,,
Shimane,Japan,2022-12-11,113768,135,,,
Shizuoka,Japan,2022-12-11,607134,837,,,
Tochigi,Japan,2022-12-11,307084,625,,,
Tokushima,Japan,2022-12-11,114072,227,,,
Tokyo,Japan,2022-12-11,3664333,6370,,,
Tottori,Japan,2022-12-11,89762,123,,,
Toyama,Japan,2022-12-11,179708,213,,,
Unknown,Japan,2022-12-11,173,0,,,
Wakayama,Japan,2022-12-11,167250,311,,,
Yamagata,Japan,2022-12-11,178595,273,,,
Yamaguchi,Japan,2022-12-11,206351,442,,,
Yamanashi,Japan,2022-12-11,135078,211,,,
Aichi,Japan,2021-01-01,16764,196,13596,2972,
Akita,Japan,2021-01-01,143,1,100,42,
Aomori,Japan,2021-01-01,492,8,385,99,
Chiba,Japan,2021-01-01,11229,114,8660,2455,
Ehime,Japan,2021-01-01,471,13,365,93,
Fukui,Japan,2021-01-01,355,12,325,18,
Fukuoka,Japan,2021-01-01,9121,114,7272,1735,
Fukushima,Japan,2021-01-01,969,20,673,276,
Gifu,Japan,2021-01-01,2348,33,1706,609,
Gunma,Japan,2021-01-01,2339,43,1935,361,
Hiroshima,Japan,2021-01-01,3401,34,1778,1589,
Hokkaido,Japan,2021-01-01,13529,433,11309,1787,
Hyogo,Japan,2021-01-01,10163,212,8404,1547,
Ibaraki,Japan,2021-01-01,2488,39,2123,326,
Ishikawa,Japan,2021-01-01,1084,52,915,117,
Iwate,Japan,2021-01-01,389,24,297,68,
Kagawa,Japan,2021-01-01,306,3,206,97,
Kagoshima,Japan,2021-01-01,1031,15,875,141,
Kanagawa,Japan,2021-01-01,21768,258,17855,3655,
Kochi,Japan,2021-01-01,669,8,540,121,
Kumamoto,Japan,2021-01-01,1905,19,1466,420,
Kyoto,Japan,2021-01-01,4906,50,3431,1425,
Mie,Japan,2021-01-01,1296,17,1108,171,
Miyagi,Japan,2021-01-01,2222,15,1694,513,
Miyazaki,Japan,2021-01-01,783,10,668,105,
Nagano,Japan,2021-01-01,1205,13,1029,163,
Nagasaki,Japan,2021-01-01,675,4,311,360,
Nara,Japan,2021-01-01,2012,24,1620,368,
Niigata,Japan,2021-01-01,545,3,436,106,
Oita,Japan,2021-01-01,700,6,561,133,
Okayama,Japan,2021-01-01,1390,15,762,613,
Okinawa,Japan,2021-01-01,5426,84,4902,440,
Osaka,Japan,2021-01-01,30262,537,25866,3859,
Port Quarantine,Japan,2021-01-01,1900,1,1750,149,
Saga,Japan,2021-01-01,467,3,409,55,
Saitama,Japan,2021-01-01,14540,201,11017,3322,
Shiga,Japan,2021-01-01,1199,12,937,250,
Shimane,Japan,2021-01-01,217,0,178,39,
Shizuoka,Japan,2021-01-01,2717,38,2177,502,
Tochigi,Japan,2021-01-01,1534,7,1006,521,
Tokushima,Japan,2021-01-01,199,10,183,6,
Tokyo,Japan,2021-01-01,61028,586,50365,10077,
Tottori,Japan,2021-01-01,123,0,66,57,
Toyama,Japan,2021-01-01,565,26,478,61,
Unknown,Japan,2021-01-01,8,0,8,0,
Wakayama,Japan,2021-01-01,629,7,565,57,
Yamagata,Japan,2021-01-01,391,8,304,79,
Yamaguchi,Japan,2021-01-01,589,3,460,126,
Yamanashi,Japan,2021-01-01,576,11,482,83,
Aichi,Japan,2022-02-07,208429,1258,,,
Akita,Japan,2022-02-07,5477,27,,,
Aomori,Japan,2022-02-07,12752,42,,,
Chiba,Japan,2022-02-07,178047,1081,,,
Ehime,Japan,2022-02-07,12205,94,,,
Fukui,Japan,2022-02-07,7096,38,,,
Fukuoka,Japan,2022-02-07,156733,684,,,
Fukushima,Japan,2022-02-07,16850,178,,,
Gifu,Japan,2022-02-07,35005,232,,,
Gunma,Japan,2022-02-07,36707,204,,,
Hiroshima,Japan,2022-02-07,57638,270,,,
Hokkaido,Japan,2022-02-07,116089,1541,,,
Hyogo,Japan,2022-02-07,168662,1477,,,
Ibaraki,Japan,2022-02-07,45587,230,,,
Ishikawa,Japan,2022-02-07,16213,144,,,
Iwate,Japan,2022-02-07,5724,53,,,
Kagawa,Japan,2022-02-07,10772,47,,,
Kagoshima,Japan,2022-02-07,20744,85,,,
Kanagawa,Japan,2022-02-07,301724,1374,,,
Kochi,Japan,2022-02-07,7538,40,,,
Kumamoto,Japan,2022-02-07,34331,161,,,
Kyoto,Japan,2022-02-07,82828,311,,,
Mie,Japan,2022-02-07,27356,185,,,
Miyagi,Japan,2022-02-07,25984,121,,,
Miyazaki,Japan,2022-02-07,13705,52,,,
Nagano,Japan,2022-02-07,21633,106,,,
Nagasaki,Japan,2022-02-07,18001,81,,,
Nara,Japan,2022-02-07,32674,162,,,
Niigata,Japan,2022-02-07,19748,63,,,
Oita,Japan,2022-02-07,16520,87,,,
Okayama,Japan,2022-02-07,33626,147,,,
Okinawa,Japan,2022-02-07,87106,410,,,
Osaka,Japan,2022-02-07,421515,3218,,,
Port Quarantine,Japan,2022-02-07,4463,4,,,
Saga,Japan,2022-02-07,14887,36,,,
Saitama,Japan,2022-02-07,207862,1077,,,
Shiga,Japan,2022-02-07,29409,112,,,
Shimane,Japan,2022-02-07,4711,7,,,
Shizuoka,Japan,2022-02-07,57742,234,,,
Tochigi,Japan,2022-02-07,29953,134,,,
Tokushima,Japan,2022-02-07,6041,69,,,
Tokyo,Japan,2022-02-07,705140,3247,,,
Tottori,Japan,2022-02-07,4331,5,,,
Toyama,Japan,2022-02-07,9145,52,,,
Unknown,Japan,2022-02-07,8,0,,,
Wakayama,Japan,2022-02-07,14554,71,,,
Yamagata,Japan,2022-02-07,7564,58,,,
Yamaguchi,Japan,2022-02-07,15272,107,,,
Yamanashi,Japan,2022-02-07,11277,38,,,
,Japan,2020-05-10,15777,624,8127,7026,
Aichi,Japan,2021-11-21,106827,1159,,,
Akita,Japan,2021-11-21,1925,27,,,
Aomori,Japan,2021-11-21,5897,38,,,
Chiba,Japan,2021-11-21,100426,1027,,,
Ehime,Japan,2021-11-21,5409,82,,,
Fukui,Japan,2021-11-21,3115,38,,,
Fukuoka,Japan,2021-11-21,74568,622,,,
Fukushima,Japan,2021-11-21,9487,176,,,
Gifu,Japan,2021-11-21,18899,218,,,
Gunma,Japan,2021-11-21,16847,176,,,
Hiroshima,Japan,2021-11-21,22152,202,,,
Hokkaido,Japan,2021-11-21,61056,1472,,,
Hyogo,Japan,2021-11-21,78653,1396,,,
Ibaraki,Japan,2021-11-21,24446,220,,,
Ishikawa,Japan,2021-11-21,7968,129,,,
Iwate,Japan,2021-11-21,3487,53,,,
Kagawa,Japan,2021-11-21,4702,38,,,
Kagoshima,Japan,2021-11-21,9103,66,,,
Kanagawa,Japan,2021-11-21,169188,1312,,,
Kochi,Japan,2021-11-21,4167,33,,,
Kumamoto,Japan,2021-11-21,14395,136,,,
Kyoto,Japan,2021-11-21,35978,291,,,
Mie,Japan,2021-11-21,14810,163,,,
Miyagi,Japan,2021-11-21,16276,118,,,
Miyazaki,Japan,2021-11-21,6137,41,,,
Nagano,Japan,2021-11-21,8883,97,,,
Nagasaki,Japan,2021-11-21,6119,73,,,
Nara,Japan,2021-11-21,15641,149,,,
Niigata,Japan,2021-11-21,8015,61,,,
Oita,Japan,2021-11-21,8186,84,,,
Okayama,Japan,2021-11-21,15513,136,,,
Okinawa,Japan,2021-11-21,50298,398,,,
Osaka,Japan,2021-11-21,203027,3062,,,
Port Quarantine,Japan,2021-11-21,4463,4,,,
Saga,Japan,2021-11-21,5866,30,,,
Saitama,Japan,2021-11-21,115779,1055,,,
Shiga,Japan,2021-11-21,12432,104,,,
Shimane,Japan,2021-11-21,1731,5,,,
Shizuoka,Japan,2021-11-21,26781,209,,,
Tochigi,Japan,2021-11-21,15478,117,,,
Tokushima,Japan,2021-11-21,3291,66,,,
Tokyo,Japan,2021-11-21,382089,3163,,,
Tottori,Japan,2021-11-21,1669,5,,,
Toyama,Japan,2021-11-21,4867,52,,,
Unknown,Japan,2021-11-21,8,0,,,
Wakayama,Japan,2021-11-21,5299,62,,,
Yamagata,Japan,2021-11-21,3554,56,,,
Yamaguchi,Japan,2021-11-21,5788,93,,,
Yamanashi,Japan,2021-11-21,5155,29,,,
Aichi,Japan,2020-08-19,3900,48,2414,1438,
Akita,Japan,2020-08-19,44,0,27,17,
Aomori,Japan,2020-08-19,36,1,31,4,
Chiba,Japan,2020-08-19,2576,58,1992,526,
Ehime,Japan,2020-08-19,111,6,95,10,
Fukui,Japan,2020-08-19,155,8,141,6,
Fukuoka,Japan,2020-08-19,3832,45,2628,1159,
Fukushima,Japan,2020-08-19,113,0,90,23,
Gifu,Japan,2020-08-19,523,8,448,67,
Gunma,Japan,2020-08-19,337,19,189,129,
Hiroshima,Japan,2020-08-19,436,3,397,36,
Hokkaido,Japan,2020-08-19,1651,103,1400,148,
Hyogo,Japan,2020-08-19,2000,48,1596,356,
Ibaraki,Japan,2020-08-19,480,11,372,97,
Ishikawa,Japan,2020-08-19,505,29,319,157,
Iwate,Japan,2020-08-19,10,0,4,6,
Kagawa,Japan,2020-08-19,68,1,56,11,
Kagoshima,Japan,2020-08-19,337,7,253,77,
Kanagawa,Japan,2020-08-19,4085,106,3231,748,
Kochi,Japan,2020-08-19,105,3,80,22,
Kumamoto,Japan,2020-08-19,426,7,252,167,
Kyoto,Japan,2020-08-19,1202,21,925,256,
Mie,Japan,2020-08-19,302,2,191,109,
Miyagi,Japan,2020-08-19,187,2,176,9,
Miyazaki,Japan,2020-08-19,318,1,207,110,
Nagano,Japan,2020-08-19,151,0,126,25,
Nagasaki,Japan,2020-08-19,189,3,36,150,
Nara,Japan,2020-08-19,450,3,315,132,
Niigata,Japan,2020-08-19,135,0,123,12,
Oita,Japan,2020-08-19,130,1,83,46,
Okayama,Japan,2020-08-19,129,0,90,39,
Okinawa,Japan,2020-08-19,1763,15,930,818,
Osaka,Japan,2020-08-19,7288,122,5284,1882,
Port Quarantine,Japan,2020-08-19,727,1,441,285,
Saga,Japan,2020-08-19,201,0,150,51,
Saitama,Japan,2020-08-19,3345,84,2682,579,
Shiga,Japan,2020-08-19,361,4,245,112,
Shimane,Japan,2020-08-19,134,0,48,86,
Shizuoka,Japan,2020-08-19,431,1,351,79,
Tochigi,Japan,2020-08-19,284,1,230,53,
Tokushima,Japan,2020-08-19,96,1,40,55,
Tokyo,Japan,2020-08-19,18278,347,14400,3531,
Tottori,Japan,2020-08-19,22,0,10,12,
Toyama,Japan,2020-08-19,329,22,247,60,
Unknown,Japan,2020-08-19,8,0,8,0,
Wakayama,Japan,2020-08-19,215,4,171,40,
Yamagata,Japan,2020-08-19,76,1,76,,
Yamaguchi,Japan,2020-08-19,89,0,66,23,
Yamanashi,Japan,2020-08-19,158,1,120,37,
Aichi,Japan,2022-07-23,692653,2117,,,
Akita,Japan,2022-07-23,38419,74,,,
Aomori,Japan,2022-07-23,80295,123,,,
Chiba,Japan,2022-07-23,546850,1825,,,
Ehime,Japan,2022-07-23,61207,145,,,
Fukui,Japan,2022-07-23,48166,49,,,
Fukuoka,Japan,2022-07-23,558968,1308,,,
Fukushima,Japan,2022-07-23,77076,229,,,
Gifu,Japan,2022-07-23,129626,357,,,
Gunma,Japan,2022-07-23,116534,331,,,
Hiroshima,Japan,2022-07-23,192437,508,,,
Hokkaido,Japan,2022-07-23,416778,2113,,,
Hyogo,Japan,2022-07-23,528429,2274,,,
Ibaraki,Japan,2022-07-23,184750,461,,,
Ishikawa,Japan,2022-07-23,72155,200,,,
Iwate,Japan,2022-07-23,47390,103,,,
Kagawa,Japan,2022-07-23,60973,138,,,
Kagoshima,Japan,2022-07-23,123870,221,,,
Kanagawa,Japan,2022-07-23,915488,2272,,,
Kochi,Japan,2022-07-23,37824,117,,,
Kumamoto,Japan,2022-07-23,158448,345,,,
Kyoto,Japan,2022-07-23,250222,764,,,
Mie,Japan,2022-07-23,107204,323,,,
Miyagi,Japan,2022-07-23,112733,205,,,
Miyazaki,Japan,2022-07-23,77565,155,,,
Nagano,Japan,2022-07-23,92113,206,,,
Nagasaki,Japan,2022-07-23,83519,134,,,
Nara,Japan,2022-07-23,112084,403,,,
Niigata,Japan,2022-07-23,89794,91,,,
Oita,Japan,2022-07-23,78183,178,,,
Okayama,Japan,2022-07-23,120423,255,,,
Okinawa,Japan,2022-07-23,320319,503,,,
Osaka,Japan,2022-07-23,1213341,5262,,,
Port Quarantine,Japan,2022-07-23,4463,4,,,
Saga,Japan,2022-07-23,76783,119,,,
Saitama,Japan,2022-07-23,670125,1669,,,
Shiga,Japan,2022-07-23,112068,225,,,
Shimane,Japan,2022-07-23,37019,37,,,
Shizuoka,Japan,2022-07-23,224640,434,,,
Tochigi,Japan,2022-07-23,110126,285,,,
Tokushima,Japan,2022-07-23,30240,87,,,
Tokyo,Japan,2022-07-23,1913436,4621,,,
Tottori,Japan,2022-07-23,23900,21,,,
Toyama,Japan,2022-07-23,49403,99,,,
Unknown,Japan,2022-07-23,8,0,,,
Wakayama,Japan,2022-07-23,56761,122,,,
Yamagata,Japan,2022-07-23,36369,101,,,
Yamaguchi,Japan,2022-07-23,61946,191,,,
Yamanashi,Japan,2022-07-23,42940,69,,,
Aichi,Japan,2020-12-02,10540,109,8307,2124,
Akita,Japan,2020-12-02,90,1,77,12,
Aomori,Japan,2020-12-02,307,6,267,34,
Chiba,Japan,2020-12-02,7159,89,6119,951,
Ehime,Japan,2020-12-02,327,6,169,152,
Fukui,Japan,2020-12-02,320,11,286,23,
Fukuoka,Japan,2020-12-02,5897,107,5420,370,
Fukushima,Japan,2020-12-02,509,9,445,55,
Gifu,Japan,2020-12-02,1119,15,889,215,
Gunma,Japan,2020-12-02,1283,20,1007,256,
Hiroshima,Japan,2020-12-02,896,6,738,152,
Hokkaido,Japan,2020-12-02,9240,200,6394,2646,
Hyogo,Japan,2020-12-02,5879,85,4849,945,
Ibaraki,Japan,2020-12-02,1656,24,1234,398,
Ishikawa,Japan,2020-12-02,861,51,786,24,
Iwate,Japan,2020-12-02,208,4,111,93,
Kagawa,Japan,2020-12-02,155,2,123,30,
Kagoshima,Japan,2020-12-02,637,15,571,51,
Kanagawa,Japan,2020-12-02,12954,198,11156,1600,
Kochi,Japan,2020-12-02,165,4,143,18,
Kumamoto,Japan,2020-12-02,1051,14,924,113,
Kyoto,Japan,2020-12-02,2713,38,2402,273,
Mie,Japan,2020-12-02,879,7,672,200,
Miyagi,Japan,2020-12-02,1232,9,1052,171,
Miyazaki,Japan,2020-12-02,520,1,421,98,
Nagano,Japan,2020-12-02,747,6,613,128,
Nagasaki,Japan,2020-12-02,273,3,253,17,
Nara,Japan,2020-12-02,1179,12,955,212,
Niigata,Japan,2020-12-02,344,0,243,101,
Oita,Japan,2020-12-02,324,3,209,112,
Okayama,Japan,2020-12-02,620,11,363,246,
Okinawa,Japan,2020-12-02,4406,71,3885,450,
Osaka,Japan,2020-12-02,21019,301,16073,4645,
Port Quarantine,Japan,2020-12-02,1556,1,1392,163,
Saga,Japan,2020-12-02,323,2,291,30,
Saitama,Japan,2020-12-02,8687,143,7185,1359,
Shiga,Japan,2020-12-02,797,10,705,82,
Shimane,Japan,2020-12-02,152,0,143,9,
Shizuoka,Japan,2020-12-02,1768,11,1115,642,
Tochigi,Japan,2020-12-02,688,2,544,142,
Tokushima,Japan,2020-12-02,182,9,165,8,
Tokyo,Japan,2020-12-02,41860,482,36880,4498,
Tottori,Japan,2020-12-02,60,0,52,8,
Toyama,Japan,2020-12-02,461,26,415,20,
Unknown,Japan,2020-12-02,8,0,8,0,
Wakayama,Japan,2020-12-02,471,6,370,95,
Yamagata,Japan,2020-12-02,149,1,107,41,
Yamaguchi,Japan,2020-12-02,399,2,324,73,
Yamanashi,Japan,2020-12-02,362,8,296,58,
Aichi,Japan,2022-11-03,1427668,2982,,,
Akita,Japan,2022-11-03,116331,261,,,
Aomori,Japan,2022-11-03,176672,337,,,
Chiba,Japan,2022-11-03,993693,2660,,,
Ehime,Japan,2022-11-03,174392,290,,,
Fukui,Japan,2022-11-03,122319,104,,,
Fukuoka,Japan,2022-11-03,1114559,2034,,,
Fukushima,Japan,2022-11-03,211470,287,,,
Gifu,Japan,2022-11-03,313553,624,,,
Gunma,Japan,2022-11-03,257891,520,,,
Hiroshima,Japan,2022-11-03,467778,793,,,
Hokkaido,Japan,2022-11-03,859767,2763,,,
Hyogo,Japan,2022-11-03,1050336,2921,,,
Ibaraki,Japan,2022-11-03,388723,728,,,
Ishikawa,Japan,2022-11-03,176427,298,,,
Iwate,Japan,2022-11-03,122589,205,,,
Kagawa,Japan,2022-11-03,153298,308,,,
Kagoshima,Japan,2022-11-03,309334,552,,,
Kanagawa,Japan,2022-11-03,1559539,3074,,,
Kochi,Japan,2022-11-03,105067,310,,,
Kumamoto,Japan,2022-11-03,346035,663,,,
Kyoto,Japan,2022-11-03,494822,1126,,,
Mie,Japan,2022-11-03,270903,552,,,
Miyagi,Japan,2022-11-03,288242,423,,,
Miyazaki,Japan,2022-11-03,203933,390,,,
Nagano,Japan,2022-11-03,241849,373,,,
Nagasaki,Japan,2022-11-03,222265,342,,,
Nara,Japan,2022-11-03,232522,561,,,
Niigata,Japan,2022-11-03,258668,182,,,
Oita,Japan,2022-11-03,185118,403,,,
Okayama,Japan,2022-11-03,295630,422,,,
Okinawa,Japan,2022-11-03,510217,794,,,
Osaka,Japan,2022-11-03,2178537,6633,,,
Port Quarantine,Japan,2022-11-03,22118,8,,,
Saga,Japan,2022-11-03,164301,239,,,
Saitama,Japan,2022-11-03,1249110,2502,,,
Shiga,Japan,2022-11-03,248416,369,,,
Shimane,Japan,2022-11-03,90898,99,,,
Shizuoka,Japan,2022-11-03,525277,771,,,
Tochigi,Japan,2022-11-03,242763,524,,,
Tokushima,Japan,2022-11-03,98438,185,,,
Tokyo,Japan,2022-11-03,3288749,6021,,,
Tottori,Japan,2022-11-03,70012,86,,,
Toyama,Japan,2022-11-03,143028,187,,,
Unknown,Japan,2022-11-03,173,0,,,
Wakayama,Japan,2022-11-03,144008,267,,,
Yamagata,Japan,2022-11-03,128081,213,,,
Yamaguchi,Japan,2022-11-03,177534,400,,,
Yamanashi,Japan,2022-11-03,104688,170,,,
Aichi,Japan,2020-10-18,5692,90,5305,297,
Akita,Japan,2020-10-18,59,0,58,1,
Aomori,Japan,2020-10-18,104,1,36,67,
Chiba,Japan,2020-10-18,4531,76,4037,418,
Ehime,Japan,2020-10-18,116,6,108,2,
Fukui,Japan,2020-10-18,256,11,234,11,
Fukuoka,Japan,2020-10-18,5149,100,4973,76,
Fukushima,Japan,2020-10-18,362,6,259,97,
Gifu,Japan,2020-10-18,642,10,619,13,
Gunma,Japan,2020-10-18,774,19,712,43,
Hiroshima,Japan,2020-10-18,647,4,599,44,
Hokkaido,Japan,2020-10-18,2531,108,2166,257,
Hyogo,Japan,2020-10-18,3013,60,2776,177,
Ibaraki,Japan,2020-10-18,728,19,673,36,
Ishikawa,Japan,2020-10-18,795,47,721,27,
Iwate,Japan,2020-10-18,26,0,23,3,
Kagawa,Japan,2020-10-18,99,2,91,6,
Kagoshima,Japan,2020-10-18,463,12,439,12,
Kanagawa,Japan,2020-10-18,7952,155,7120,677,
Kochi,Japan,2020-10-18,140,4,134,2,
Kumamoto,Japan,2020-10-18,744,8,637,99,
Kyoto,Japan,2020-10-18,1928,27,1761,140,
Mie,Japan,2020-10-18,548,6,515,27,
Miyagi,Japan,2020-10-18,526,2,463,61,
Miyazaki,Japan,2020-10-18,366,1,365,0,
Nagano,Japan,2020-10-18,325,4,315,6,
Nagasaki,Japan,2020-10-18,242,3,235,4,
Nara,Japan,2020-10-18,613,9,572,32,
Niigata,Japan,2020-10-18,180,0,176,4,
Oita,Japan,2020-10-18,159,2,155,2,
Okayama,Japan,2020-10-18,173,1,155,17,
Okinawa,Japan,2020-10-18,2923,55,2547,321,
Osaka,Japan,2020-10-18,11514,227,10715,572,
Port Quarantine,Japan,2020-10-18,1096,1,514,581,
Saga,Japan,2020-10-18,250,0,249,1,
Saitama,Japan,2020-10-18,5372,103,4778,491,
Shiga,Japan,2020-10-18,524,8,497,19,
Shimane,Japan,2020-10-18,140,0,140,0,
Shizuoka,Japan,2020-10-18,578,2,558,18,
Tochigi,Japan,2020-10-18,465,1,437,27,
Tokushima,Japan,2020-10-18,158,9,140,9,
Tokyo,Japan,2020-10-18,28984,434,26306,2244,
Tottori,Japan,2020-10-18,36,0,36,0,
Toyama,Japan,2020-10-18,423,26,396,1,
Unknown,Japan,2020-10-18,8,0,8,0,
Wakayama,Japan,2020-10-18,255,4,236,15,
Yamagata,Japan,2020-10-18,81,1,78,2,
Yamaguchi,Japan,2020-10-18,209,2,203,4,
Yamanashi,Japan,2020-10-18,199,6,191,2,
Aichi,Japan,2020-12-18,13754,140,10931,2683,
Akita,Japan,2020-12-18,94,1,89,4,
Aomori,Japan,2020-12-18,390,6,337,47,
Chiba,Japan,2020-12-18,8813,102,7440,1271,
Ehime,Japan,2020-12-18,374,9,310,55,
Fukui,Japan,2020-12-18,337,11,311,15,
Fukuoka,Japan,2020-12-18,7133,109,5987,1037,
Fukushima,Japan,2020-12-18,682,11,524,147,
Gifu,Japan,2020-12-18,1682,23,1242,417,
Gunma,Japan,2020-12-18,1867,27,1380,460,
Hiroshima,Japan,2020-12-18,2108,12,1058,1038,
Hokkaido,Japan,2020-12-18,11919,358,9493,2068,
Hyogo,Japan,2020-12-18,7995,122,6755,1118,
Ibaraki,Japan,2020-12-18,2098,35,1771,292,
Ishikawa,Japan,2020-12-18,947,51,828,68,
Iwate,Japan,2020-12-18,327,14,191,122,
Kagawa,Japan,2020-12-18,206,3,159,44,
Kagoshima,Japan,2020-12-18,868,15,653,200,
Kanagawa,Japan,2020-12-18,16329,229,14027,2073,
Kochi,Japan,2020-12-18,465,5,277,183,
Kumamoto,Japan,2020-12-18,1406,14,1085,307,
Kyoto,Japan,2020-12-18,3638,41,2879,718,
Mie,Japan,2020-12-18,1121,14,927,180,
Miyagi,Japan,2020-12-18,1696,11,1267,418,
Miyazaki,Japan,2020-12-18,646,5,560,81,
Nagano,Japan,2020-12-18,1022,9,826,187,
Nagasaki,Japan,2020-12-18,370,3,276,91,
Nara,Japan,2020-12-18,1575,14,1335,226,
Niigata,Japan,2020-12-18,428,3,348,77,
Oita,Japan,2020-12-18,559,4,415,140,
Okayama,Japan,2020-12-18,911,12,562,337,
Okinawa,Japan,2020-12-18,4936,80,4491,365,
Osaka,Japan,2020-12-18,26477,406,21879,4192,
Port Quarantine,Japan,2020-12-18,1720,1,1595,124,
Saga,Japan,2020-12-18,403,3,353,47,
Saitama,Japan,2020-12-18,11306,174,9008,2124,
Shiga,Japan,2020-12-18,903,11,813,79,
Shimane,Japan,2020-12-18,179,0,158,21,
Shizuoka,Japan,2020-12-18,2325,25,1617,683,
Tochigi,Japan,2020-12-18,989,4,726,259,
Tokushima,Japan,2020-12-18,188,10,176,2,
Tokyo,Japan,2020-12-18,50203,536,43583,6084,
Tottori,Japan,2020-12-18,68,0,59,9,
Toyama,Japan,2020-12-18,488,26,435,27,
Unknown,Japan,2020-12-18,8,0,8,0,
Wakayama,Japan,2020-12-18,572,7,501,64,
Yamagata,Japan,2020-12-18,302,2,177,123,
Yamaguchi,Japan,2020-12-18,453,2,394,57,
Yamanashi,Japan,2020-12-18,473,9,414,50,
Aichi,Japan,2021-06-27,51023,936,48659,1428,
Akita,Japan,2021-06-27,835,20,743,72,
Aomori,Japan,2021-06-27,2477,30,2412,35,
Chiba,Japan,2021-06-27,39893,703,38093,1097,
Ehime,Japan,2021-06-27,2756,74,2664,18,
Fukui,Japan,2021-06-27,1252,34,1041,177,
Fukuoka,Japan,2021-06-27,35481,523,34344,614,
Fukushima,Japan,2021-06-27,4851,158,4562,131,
Gifu,Japan,2021-06-27,9248,181,9087,-20,
Gunma,Japan,2021-06-27,8032,153,7814,65,
Hiroshima,Japan,2021-06-27,11476,172,11074,230,
Hokkaido,Japan,2021-06-27,41238,1385,38516,1337,
Hyogo,Japan,2021-06-27,41019,1281,39271,467,
Ibaraki,Japan,2021-06-27,10487,163,10027,297,
Ishikawa,Japan,2021-06-27,3933,116,3764,53,
Iwate,Japan,2021-06-27,1667,46,1563,58,
Kagawa,Japan,2021-06-27,2093,29,2040,24,
Kagoshima,Japan,2021-06-27,3604,40,3600,-36,
Kanagawa,Japan,2021-06-27,66876,943,64044,1889,
Kochi,Japan,2021-06-27,1800,24,1671,105,
Kumamoto,Japan,2021-06-27,6490,117,6266,107,
Kyoto,Japan,2021-06-27,16560,238,16120,202,
Mie,Japan,2021-06-27,5245,111,5171,-37,
Miyagi,Japan,2021-06-27,9155,90,8949,116,
Miyazaki,Japan,2021-06-27,3073,26,3019,28,
Nagano,Japan,2021-06-27,5026,90,4929,7,
Nagasaki,Japan,2021-06-27,3164,69,3002,93,
Nara,Japan,2021-06-27,8168,130,7964,74,
Niigata,Japan,2021-06-27,3402,46,3299,57,
Oita,Japan,2021-06-27,3491,62,3393,36,
Okayama,Japan,2021-06-27,7588,126,7385,77,
Okinawa,Japan,2021-06-27,20689,180,19111,1398,
Osaka,Japan,2021-06-27,103138,2643,98121,2374,
Port Quarantine,Japan,2021-06-27,3110,4,3010,96,
